lfd,participant,tnid,gilt,group,itemid,regionid,target,elapsedtime,timeinterval,wds,twdcoef,wdtcoef,proct,string,setname,tag1,tag2,explique
106,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,MM,MM6,MM6_0,-9,78106,408,1,408,"2,45098039215686",2987,fehlt.,all,RUB,6MM,
107,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,MM,MM18,MM18_fixation,-9,78710,604,1,604,"1,65562913907285",4421,X,all,RUB,18MM,
108,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,MM,MM18,MM18_0,-9,78982,272,7,"38,8571428571429","25,7352941176471",284,Für Lars war das Aufstehen eine Zwangsarbeit.,all,RUB,18MM,
109,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,MM,MM18,MM18_1,-1,79251,269,13,"20,6923076923077","48,3271375464684",151," Jeden Morgen weigerte er sich so lange, das Steuer seines Lebens zu übernehmen,",all,RUB,18MM,
110,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,MM,MM18,MM18_2,0,79489,238,4,"59,5","16,8067226890756",436, bis Xenia ihn wachrüttelte.,all,RUB,18MM,
111,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,MM,MM18,MM18_3,1,79700,211,12,"17,5833333333333","56,8720379146919",129, Bis ins hohe Alter wuchs er aus seinen Kinderschuhen nie ganz heraus.,all,RUB,18MM,
112,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,MM,MM18,MM18_4,-9,79962,262,14,"18,7142857142857","53,4351145038168",137, Aber zu seinem Glück setzte Xenia ihm auch nie die Pistole auf die Brust.,all,RUB,18MM,
113,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,EM,EM26,EM26_fixation,-9,80409,447,1,447,"2,23713646532438",3272,X,all,RUB,26EM,
114,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,EM,EM26,EM26_0,-9,80805,396,14,"28,2857142857143","35,3535353535354",207,Jede neue Information wurde von Erna wie ein Buch in ihr mentales Bücherregal gestellt.,all,RUB,26EM,
115,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,EM,EM26,EM26_1,-1,81309,504,8,63,"15,8730158730159",461, Die Abteilung für Naturwissenschaften war besonders gut sortiert.,all,RUB,26EM,
116,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,EM,EM26,EM26_2,0,81571,262,5,"52,4","19,0839694656489",384, Erna war eine wandelnde Bibliothek.,all,RUB,26EM,
117,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,EM,EM26,EM26_3,1,81782,211,4,"52,75","18,957345971564",386," Wenn es darauf ankam,",all,RUB,26EM,
118,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,EM,EM26,EM26_4,-9,81998,216,7,"30,8571428571429","32,4074074074074",226, konnte sie immer auf dieses Archiv zurückgreifen.,all,RUB,26EM,
119,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,EM,EM26,EM26_5,-9,82254,256,15,"17,0666666666667","58,59375",125, Immerhin hatte sie dort sämtliche Einträge von ‚A‘ wie ‚Amalgam‘ bis ‚Z‘ wie ‚Zentrifugalkraft‘ gelagert.,all,RUB,26EM,
120,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_fixation,-9,82763,509,1,509,"1,96463654223969",3726,X,all,NA,NA,
121,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_0,-9,83716,953,6,"158,833333333333","6,29590766002099",1163,Ronja ist in den Bergen aufgewachsen,all,NA,NA,
122,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_1,-9,84125,409,9,"45,4444444444444","22,0048899755501",333, und an ein naturnahes und körperlich anspruchsvolles Leben gewöhnt.,all,NA,NA,
123,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_2,-9,84380,255,5,51,"19,6078431372549",373," Abends, nach einem langen Tag,",all,NA,NA,
124,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_3,-9,84586,206,6,"34,3333333333333","29,126213592233",251," beschäftigt sie sich auch gerne künstlerisch,",all,NA,NA,
125,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_4,-9,84819,233,3,"77,6666666666667","12,8755364806867",569, stellt Figuren her.,all,NA,NA,
126,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_5,-9,85034,215,6,"35,8333333333333","27,906976744186",262, Zuletzt hat sie einen Luchs gemacht.,all,NA,NA,
127,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_6,-9,85258,224,6,"37,3333333333333","26,7857142857143",273, Der ist aus demselben Holz geschnitzt,all,NA,NA,
128,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_7,-9,85485,227,8,"28,375","35,2422907488987",208," wie das Nachtkästchen, dass sie sich gebaut hat.",all,NA,NA,
129,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_8,-9,85708,223,8,"27,875","35,8744394618834",204, Ronja hat über die Jahre vielerlei Fertigkeiten erlernt.,all,NA,NA,
130,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_9,-9,85947,239,7,"34,1428571428571","29,2887029288703",250, Sie sehnt sich jedoch auch nach Neuem.,all,NA,NA,
131,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc07,09Fillerlc07_10,-9,86462,515,9,"57,2222222222222","17,4757281553398",419, Ihr großes Ziel ist eine Reise durch die Mongolei.,all,NA,NA,
132,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_fixation,-9,86924,462,1,462,"2,16450216450216",3382,X,all,NA,NA,
133,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_0,-9,87519,595,4,"148,75","6,72268907563025",1089,"Lea hatte sich angewöhnt,",all,NA,NA,
134,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_1,-9,87780,261,11,"23,7272727272727","42,1455938697318",174," ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,",all,NA,NA,
135,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_2,-9,87992,212,12,"17,6666666666667","56,6037735849057",129, seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.,all,NA,NA,
136,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_3,-9,88262,270,9,30,"33,3333333333333",220, Er empfand sein neues Leben hingegen durchaus als Bereicherung,all,NA,NA,
137,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_4,-9,88475,213,4,"53,25","18,7793427230047",390," und hatte keine Ahnung,",all,NA,NA,
138,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_5,-9,88692,217,4,"54,25","18,4331797235023",397," warum sie ihm vorwarf,",all,NA,NA,
139,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_6,-9,88982,290,7,"41,4285714285714","24,1379310344828",303, er würde das Gold der Familie versilbern.,all,NA,NA,
140,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem14,09Fillerem14_7,-9,89277,295,11,"26,8181818181818","37,2881355932203",196," Er dachte immer, mit ihr auf einer Wellenlänge gewesen zu sein.",all,NA,NA,
141,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_fixation,-9,89770,493,1,493,"2,02839756592292",3609,X,all,NA,NA,
142,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_0,-9,90840,1070,5,214,"4,67289719626168",1566,Martin ist Autor von Kochbüchern.,all,NA,NA,
143,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_1,-9,91232,392,6,"65,3333333333333","15,3061224489796",478," Er kocht nicht nur aus Leidenschaft,",all,NA,NA,
144,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_2,-9,91495,263,6,"43,8333333333333","22,8136882129278",321, sondern ist darin sogar etwas obsessiv.,all,NA,NA,
145,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_3,-9,91715,220,7,"31,4285714285714","31,8181818181818",230," Daher lebt er in einer großen Wohngemeinschaft,",all,NA,NA,
146,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_4,-9,91943,228,9,"25,3333333333333","39,4736842105263",185, damit er große Mengen für viele Menschen kochen kann.,all,NA,NA,
147,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_5,-9,92165,222,4,"55,5","18,018018018018",406, Heute gibt es Gans.,all,NA,NA,
148,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_6,-9,92405,240,7,"34,2857142857143","29,1666666666667",251, Schon an der geschlossenen Haustür kann man,all,NA,NA,
149,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_7,-9,92638,233,3,"77,6666666666667","12,8755364806867",569, den Braten riechen.,all,NA,NA,
150,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_8,-9,92900,262,10,"26,2","38,1679389312977",192," Martin erfindet täglich neue Rezepte und es kommt selten vor,",all,NA,NA,
151,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_9,-9,93122,222,5,"44,4","22,5225225225225",325, dass es jemanden nicht schmeckt.,all,NA,NA,
152,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_10,-9,93395,273,7,39,"25,6410256410256",285," Daher lädt er auch gerne Gourmets ein,",all,NA,NA,
153,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc16,09Fillerlc16_11,-9,93966,571,6,"95,1666666666667","10,507880910683",697, die spannend über Essen reden können.,all,NA,NA,
154,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm25,09Fillersm25_fixation,-9,94440,474,1,474,"2,10970464135021",3470,X,all,NA,NA,
155,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm25,09Fillersm25_0,-9,95305,865,7,"123,571428571429","8,09248554913295",905,Die Gefühle seiner Mitmenschen berührten Simon nicht.,all,NA,NA,
156,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm25,09Fillersm25_1,-9,95598,293,8,"36,625","27,3037542662116",268," Wenn jemand um ihn herum zu emotional war,",all,NA,NA,
157,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm25,09Fillersm25_2,-9,95845,247,4,"61,75","16,1943319838057",452, wurde er zum Stein.,all,NA,NA,
158,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm25,09Fillersm25_3,-9,96084,239,5,"47,8","20,9205020920502",350," Er war kein guter Zuhörer,",all,NA,NA,
159,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm25,09Fillersm25_4,-9,96316,232,10,"23,2","43,1034482758621",170, der durch seine bloße Anwesenheit Trost und Wärme gespendet hätte.,all,NA,NA,
160,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm25,09Fillersm25_5,-9,96545,229,12,"19,0833333333333","52,4017467248908",140, Vielmehr blieb er regungslos und ließ sein Gegenüber mit dessen Problemen allein. ,all,NA,NA,
161,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc21,09Fillerlc21_fixation,-9,97070,525,1,525,"1,9047619047619",3843,X,all,NA,NA,
162,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc21,09Fillerlc21_0,-9,98300,1230,3,410,"2,4390243902439",3001,"Inge liebte es, ",all,NA,NA,
163,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc21,09Fillerlc21_1,-9,98635,335,11,"30,4545454545455","32,8358208955224",223,an den Wochenenden die Flohmärkte nach second hand Kleidung zu durchstöbern,all,NA,NA,
164,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc21,09Fillerlc21_2,-9,98874,239,5,"47,8","20,9205020920502",350, und auf Schnäppchenjagd zu gehen.,all,NA,NA,
165,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc21,09Fillerlc21_3,-9,99119,245,3,"81,6666666666667","12,2448979591837",598, Von der Verkäuferin,all,NA,NA,
166,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc21,09Fillerlc21_4,-9,99368,249,5,"49,8","20,0803212851406",365," wurde ihr der Spiegel vorgehalten,",all,NA,NA,
167,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerlc21,09Fillerlc21_5,-9,99704,336,9,"37,3333333333333","26,7857142857143",273, während sie geschickt mit ihr um den Preis feilschte. ,all,NA,NA,
168,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem19,09Fillerem19_fixation,-9,100527,823,1,823,"1,21506682867558",6024,X,all,NA,NA,
169,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem19,09Fillerem19_0,-9,101188,661,9,"73,4444444444444","13,6157337367625",538,Hegels Vorstellung vom dialektischen Idealismus war eine Kopfgeburt gewesen.,all,NA,NA,
170,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem19,09Fillerem19_1,-9,101618,430,11,"39,0909090909091","25,5813953488372",286, Generationen von nachfolgenden PhilosophInnen bekamen Kopfschmerzen von einem derart schwindelerregenden Konstrukt.,all,NA,NA,
171,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem19,09Fillerem19_2,-9,101886,268,7,"38,2857142857143","26,1194029850746",280, Zum Glück wurde Hegel endlich durch Marx,all,NA,NA,
172,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem19,09Fillerem19_3,-9,102114,228,6,38,"26,3157894736842",278, vom Kopf auf die Füße gestellt.,all,NA,NA,
173,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm08,09Fillersm08_fixation,-9,102718,604,1,604,"1,65562913907285",4421,X,all,NA,NA,
174,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm08,09Fillersm08_0,-9,103306,588,12,49,"20,4081632653061",359,Silas ist Kriminologe und interessiert sich schon seit seiner Kindheit für Kriminalfälle.,all,NA,NA,
175,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm08,09Fillersm08_1,-9,103697,391,16,"24,4375","40,920716112532",179," Da Silas parallel ein Interesse in Naturwissenschaften entwickelte, war Kriminologie das Beste, was er studieren konnte.",all,NA,NA,
176,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm08,09Fillersm08_2,-9,103924,227,17,"13,3529411764706","74,8898678414097",98," Er hatte schon immer wissen wollen, wie es dazu kommt, dass sich Menschen die Hände schmutzig machen.",all,NA,NA,
177,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm08,09Fillersm08_3,-9,104170,246,14,"17,5714285714286","56,9105691056911",129," Die Motive, die inneren Konflikte, und natürlich mit welcher Technik die Täter gefasst werden.",all,NA,NA,
178,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillersm08,09Fillersm08_4,-9,104398,228,17,"13,4117647058824","74,5614035087719",98," Am meisten fasziniert ihn noch immer die DNA, und wie so etwas Kleines so deutliche Spuren hinterlässt.",all,NA,NA,
179,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem09,09Fillerem09_fixation,-9,105080,682,1,682,"1,46627565982405",4992,X,all,NA,NA,
180,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem09,09Fillerem09_0,-9,105692,612,6,102,"9,80392156862745",747,Sören hatte viel Glück im Leben.,all,NA,NA,
181,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem09,09Fillerem09_1,-9,106060,368,19,"19,3684210526316","51,6304347826087",142," Sein Reichtum war regelrecht vom Himmel gefallen und wenn er Probleme hatte, wurden sie ohne großen Wirbel einfach weggeweht.",all,NA,NA,
182,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem09,09Fillerem09_2,-9,106345,285,6,"47,5","21,0526315789474",348, Alles fiel ihm in den Schoß.,all,NA,NA,
183,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem09,09Fillerem09_3,-9,106577,232,11,"21,0909090909091","47,4137931034483",154," Und all das, ohne dass er dem Glück je entgegenfliegen musste.",all,NA,NA,
184,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem09,09Fillerem09_4,-9,106850,273,12,"22,75","43,956043956044",167," Sören lebte mit den Winden, sagen einige, manche nannten ihn einen Luftikus.",all,NA,NA,
185,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,ZFIL,09Fillerem09,09Fillerem09_5,-9,107297,447,8,"55,875","17,8970917225951",409, Doch verflogen hatte er sich im Leben nie.,all,NA,NA,
186,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,LC,LC12,LC12_fixation,-9,108120,823,1,823,"1,21506682867558",6024,X,all,RUB,12LC,
187,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,LC,LC12,LC12_0,-9,108974,854,12,"71,1666666666667","14,0515222482436",521,"Harry war sich sicher, dass er seinen ersten Fallschirmsprung gut meistern würde.",all,RUB,12LC,
188,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,LC,LC12,LC12_1,-1,109247,273,20,"13,65","73,2600732600733",100," Es war sein größter Traum, wenn auch zugleich seine größte Angst, einmal mit dem Fallschirm aus einem Flugzeug zu springen.",all,RUB,12LC,
189,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,LC,LC12,LC12_2,0,109760,513,5,"102,6","9,74658869395712",751, Es war ein turbulenter Fall.,all,RUB,12LC,
190,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,LC,LC12,LC12_3,1,110100,340,7,"48,5714285714286","20,5882352941176",356, Harry hatte jedoch den Spaß seines Lebens.,all,RUB,12LC,
191,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,LC,LC12,LC12_4,-9,113012,2912,13,224,"4,46428571428571",1640, Mächtig durchgeschüttelt kam er wieder heil am Boden an und sprang sofort nochmal.,all,RUB,12LC,
192,Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit),1,0,NA,instruction4,NA,-9,114691,1679,4,"419,75","2,38237045860631",3073,ENDE des test. danke....,NA,NA,NA,
193,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,title,NA,-9,4254,4254,5,"850,8","1,17536436295252",6228,GROUP 1: self paced essai,NA,NA,NA,
194,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,instruction1,NA,-9,8657,4403,8,"550,375","1,81694299341358",4029,"press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,
195,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,instruction2,NA,-9,16655,7998,10,"799,8","1,25031257814454",5855,"Wenn das X erscheint, drücken Sie bitte jedesmal die Leer...",NA,NA,NA,
196,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice01,08practice01_fixation,-9,17469,814,1,814,"1,22850122850123",5958,X,NA,NA,NA,
197,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice01,08practice01_0,-9,24512,7043,20,"352,15","2,83969899190686",2578,"Sie bekommen im Folgenden ein paar Texte zu sehen. Jedesmal, wenn Sie die Leertaste drücken, wird ein neuer Abschnitt aufgedeckt.",NA,NA,NA,
198,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice01,08practice01_1,-9,28577,4065,10,"406,5","2,460024600246",2976," Es ist notwendig, die einzeln erscheinenden Abschnitte aufmerksam zu lesen.",NA,NA,NA,
199,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice02,08practice02_fixation,-9,29316,739,1,739,"1,3531799729364",5409,X,NA,NA,NA,
200,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice02,08practice02_0,-9,47250,17934,28,"640,5","1,56128024980484",4688,"Es wird keine Bewertung Ihrer Lesezeit vorgenommen, d.h. lassen Sie sich Zeit, die Texte und Fragen genau zu lesen. Tun Sie dies dennoch in der gewohnten Geschwindigkeit.",NA,NA,NA,
201,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice03,08practice03_fixation,-9,47881,631,1,631,"1,58478605388273",4619,X,NA,NA,NA,
202,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice03,08practice03_0,-9,51867,3986,10,"398,6","2,50878073256397",2918,Es geht bei den folgenden Texten nicht um schnelles Lesen.,NA,NA,NA,
203,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice03,08practice03_1,-9,56541,4674,15,"311,6","3,20924261874198",2281," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,
204,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,08practice03,08practice03_2,-9,59675,3134,7,"447,714285714286","2,23356732610083",3277, Sie können den Test auch jederzeit abbrechen.,NA,NA,NA,
205,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,NA,instruction3,NA,-9,60708,1033,2,"516,5","1,93610842207164",3781,Lesen Sie:,NA,NA,NA,
206,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,ZFIL,09Fillerem14,09Fillerem14_fixation,-9,61258,550,1,550,"1,81818181818182",4026,X,all,NA,NA,
207,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,ZFIL,09Fillerem14,09Fillerem14_0,-9,65022,3764,4,941,"1,06269925611052",6888,"Lea hatte sich angewöhnt,",all,NA,NA,
208,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,ZFIL,09Fillerem14,09Fillerem14_1,-9,69193,4171,11,"379,181818181818","2,63725725245744",2776," ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,",all,NA,NA,
209,Mon Jul 12 2021 21:44:45 GMT+0200 (Central European Summer Time),2,1,ZFIL,09Fillerem14,09Fillerem14_2,-9,75511,6318,12,"526,5","1,89933523266857",3854, seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.,all,NA,NA,
